Date,HSN Code,Description,Origin,Destination,Quantity,Unit Price (USD),Power Rating (KVA),Real Market Data,Primary Voltage (kV),Secondary Voltage (kV),Is Transformer
9-Oct-24,85042310.0,"Main Tank of Transformer,32/40/50MV",India,Cameroon,1 NOS,726088.2,,,,,True
9-Oct-24,85042320.0,"T&R MAKE 75/90 MVA,132/34.5 KV POWER TRA",India,Iraq,1 NOS,881460.25,90000.0,,132.0,34.5,False
9-Oct-24,85042320.0,"T&R MAKE 72/90 MVA,132/34.5 KV POWER TRA",India,Iraq,1 NOS,878753.21,90000.0,,132.0,34.5,False
9-Oct-24,85042310.0,SUPP DETAILS:HITACHI ENERGY INDIA L,India,Cameroon,1 NOS,,,,,,False
9-Oct-24,85042310.0,"Main Tank of Transformer, 32/40/50M",India,Cameroon,1 NOS,651025.0,,,,,True
9-Oct-24,85042320.0,"T&R MAKE 72/90 MVA,132/34.5 KV POWER TRA",India,Iraq,1 NOS,878753.21,90000.0,,132.0,34.5,False
9-Oct-24,85042320.0,"T&R MAKE 75/190 MVA,132/34.5 KV POWER TR",India,Iraq,1 NOS,881460.25,190000.0,,132.0,34.5,False
5-Oct-24,85042310.0,"TRANSFORMER 2.2MVA, 0.4/11KV,OLTC, 2WIND",India,Kenya,1 SET,71325.17,2200.0,,0.4,11.0,True
5-Oct-24,85042310.0,As per purchase under 0.1% IGST for Exp,India,Kenya,0 NOS,,,,,,False
1-Oct-24,85042310.0,1 PHASE FURNACE TRANSFORMER FURNACE EQU,India,Tanzania,2 NOS,159425.29,,,,,True
1-Oct-24,85042310.0,1 PHASE FURNACE TRANSFORMER FURNACE EQU,India,Tanzania,2 NOS,159425.29,,,,,True
30-Sep-24,85042330.0,"120MVA, 132/20-20kV, 3-Ph Power Transformer SI. No. 90830A01",India,Netherlands,1 NOS,1063321.24,120000.0,,,,True
30-Sep-24,85042330.0,"120MVA, 132/20-20kV, 3-Ph Power Transformer SI. No. 90830A02",India,Netherlands,1 NOS,1063321.24,120000.0,,,,True
30-Sep-24,85042329000.0,TOROIDAL TRANSFORMER,China,Philippines,284 UNT,5106.3,,,,,True
30-Sep-24,85042330.0,"120MVA, 132/20-20kV, 3-Ph Power Transformer SI. No. 90830A01",India,Belgium,1 NOS,1063321.24,120000.0,,,,True
30-Sep-24,85042330.0,"120MVA, 132/20-20kV, 3-Ph Power Transformer SI. No. 90830A02",India,Belgium,1 NOS,1063321.24,120000.0,,,,True
30-Sep-24,85042329000.0,35 PCS LED LIGHTING FIXTURE DRIVER,China,Philippines,35 UNT,455.0,,,,,False
29-Sep-24,85042390.0,VOLTAGE TRANSFORMER,Estonia,Bangladesh,1 UNT,16175.7,,,,,True
29-Sep-24,85042329.0,23 MVA 66-11 KV POWER TRANSFORMER COMPLETE WITH ACCESSORIES AS PER PACKING LIST NO E1128-230110,Indonesia,New Zealand,1 NIU,538549.5,23000.0,,,,True
29-Sep-24,85042329.0,23 MVA 66-11 KV POWER TRANSFORMER COMPLETE WITH ACCESSORIES AS PER PACKING LIST NO E1128-230109,Indonesia,New Zealand,1 NIU,538549.5,23000.0,,,,True
26-Sep-24,85042310.0,"TRANSFORMER 2.2MVA, 0.4/11KV,OLTC, 2WINDING DYN11 INVERTER DUTY WITH SPARE PARTS / ACCESSORIES / COMPONENT",India,Kenya,1 SET,696.78,2200.0,,0.4,11.0,True
26-Sep-24,85042340.0,AC-DC CNVRTR 3.3V 5V 4X12V 982W.,China,India,1 PCS,175.68,,,,,False
26-Sep-24,85042310.0,TEPCO DAANI ASO S/S 1B20 MVA 23 TAP50Db TRANSFORMER,India,Japan,1 NOS,118985.2,20000.0,,,,True
26-Sep-24,85042310.0,"""As per purchase under 0.1% IGST for Export Tax DOCUMENT :ORB/2425/01dt :26.09.2024 GST No .24AADCS3108B1Z2,Supplier Name :Sh",India,Kenya,0 NOS,,,,,,False
25-Sep-24,85042330.0,"105 MVA, 400/V3/220/V3/33 KV SINGLE PHASE AUTO TRANSFORMER OUTDOOR TYPE, COMPLETE WITH ALL FITTINGS AND SPARE PARTS / ACCESSORIES / COMPONENT",India,Nepal,1 NOS,626931.92,105000.0,,3.0,33.0,True
24-Sep-24,85042329.0,AUTO PARTS; IC REGULATOR A8,Japan,Indonesia,5 PCE,3.0,,,,,False
24-Sep-24,85042330.0,"105 MVA, 400/V3/220/V3/33 KV SINGLE PHASE AUTO TRANSFORMER OUTDOOR TYPE, COMPLETE WITH ALL FITTINGS AND SPARE PARTS / ACCESSORIES / COMPONENT",India,Nepal,1 NOS,626931.92,105000.0,,3.0,33.0,True
24-Sep-24,85042329000.0,PERMALLOY CORE,Japan,Philippines,7500 UNT,52.8,,,,,False
24-Sep-24,85042329000.0,DUST CORE,Japan,Philippines,80 UNT,0.8,,,,,False
24-Sep-24,85042329000.0,FERRITE CORE,Japan,Philippines,152000 UNT,1071.7,,,,,False
23-Sep-24,85042320.0,"MANUFACTURING -Hitachi Energy India Ltd, Power Transformers. TAX INV NO: 242401000746 DATED25.05.2024,GST NO-24AARCA9513E1ZN",India,Tanzania,1 NOS,,,,,,True
23-Sep-24,85042320.0,"60 MVA, 132/33 KV POWER TRANSFORMER Transformer Serial no 1LIN23600100065",India,Tanzania,1 NOS,692158.51,60000.0,,132.0,33.0,True
23-Sep-24,85042320.0,"Notify 1-Tanzania Electric Supply Company Limited TANESCO.Plot 114, Block G, Dar Es Salaam Road,Dodoma, Tanzania, P.O.",India,Tanzania,1 NOS,,,,,,False
23-Sep-24,85042330.0,"105 MVA, 400/V3/220/V3/33 KV SINGLE PHASE AUTO TRANSFORMER OUTDOOR TYPE, COMPLETE WITH ALL FITTINGS AND SPARE PARTS / ACCESSORIES / COMPONENT",India,Nepal,1 NOS,626931.92,105000.0,,3.0,33.0,True
23-Sep-24,85042310000.0,SPARE PARTS FOR CERAMIC MACHINERY- 000400 CC08010049 TRANSFORMER BRAND BRAHMA QTY 1 PC,Italy,Philippines,1 UNT,59.3,,,,,True
23-Sep-24,85042330.0,"105 MVA, 400/V3/220/V3/33 KV SINGLE PHASE AUTO TRANSFORMER OUTDOOR TYPE, COMPLETE WITH ALL FITTINGS AND SPARE PARTS / ACCESSORIES / COMPONENT",India,Nepal,1 NOS,626931.92,105000.0,,3.0,33.0,True
23-Sep-24,8504230000.0,"Power adapter - LIQUID DIELECTRIC TRANSFORMERS , HAVING A POWER HANDLING CAPACITY EXCEEDING 10 , 000 KVA",China,Nigeria,1 KGS,48.45,0.0,,,,False
20-Sep-24,85042310.0,"ELECTRICAL TRANSFORMERS, 15MVA, 33/11.5KV, DYN11,COPPER SR NO. 5273503 AS PER DOCUMENT",India,United Kingdom,1 NOS,290741.62,15000.0,,33.0,11.5,True
19-Sep-24,85042320.0,ELECTRICAL ITEMS -- 1500 VA TRANSFORMER,India,Maldives,1 NOS,140.44,,,,,True
19-Sep-24,85042329000.0,FERRITE CORE,Japan,Philippines,16400 UNT,115.6,,,,,False
19-Sep-24,85042322000.0,1 SET POWER TRANSFORMER S-25000-69-13.8 kVRated Capacity 25000kVAVoltage Ration 69-13.8 kV,China,Philippines,1 PCS,136500.0,25000.0,,,,True
18-Sep-24,85042329.0,100 MVA 110-33 KV POWER TRANSFORMER COMPLETE WITH ACCESSORIES DETAILEDEDED AS PER PACKING LIST NO.E1107 - 230062-63,Indonesia,New Zealand,2 NIU,2738323.35,100000.0,,,,False
18-Sep-24,85042329000.0,2 VP72TA450 POWER SUPPLY,Hong Kong,Philippines,2 UNT,160.0,,,,,False
17-Sep-24,85042329.0,CURRENT TRANSFORMER - PCT150-5A CL5P10 15VA,Malaysia,Indonesia,30 PCE,1089.78,,,,,True
17-Sep-24,85042329.0,CURRENT TRANSFORMER - PCT600-5A CL5P10 15VA,Malaysia,Indonesia,15 PCE,287.32,,,,,True
17-Sep-24,85042329.0,CURRENT TRANSFORMER - PCT5000-5A CL 5P10 15VA ID125,Malaysia,Indonesia,25 PCE,808.45,,,,,True
17-Sep-24,85042329.0,"AUTO TRANSFORMER - AT 415V 3P , 37.5KW-50HP 4 TAPPING",Malaysia,Indonesia,1 PCE,259.28,,,,,True
17-Sep-24,85042329.0,CURRENT TRANSFORMER - PCT200-5A CL5P10 15VA,Malaysia,Indonesia,8 PCE,297.96,,,,,True
17-Sep-24,85042329.0,CURRENT TRANSFORMER - MCT2500-5A CL1 15VA,Malaysia,Indonesia,10 PCE,153.99,,,,,True
17-Sep-24,85042320.0,"Notify 1-Tanzania Electric Supply Company Limited TANESCO.Plot 114, Block G, Dar Es Salaam Road,Dodoma, Tanzania, P.O.",India,Tanzania,1 NOS,,,,,,False
17-Sep-24,85042329.0,CURRENT TRANSFORMER - PCT 100-5A 5P10 5VA,Malaysia,Indonesia,50 PCE,919.51,,,,,True
17-Sep-24,85042329000.0,STC 48 PKGS OF 2 UNITS POWER TRANSFORMER 55 68 75MVA 110KV WITH PARTS AND ACCESORIES SIEMENS ENERGY,China,Philippines,101 PCS,2047460.0,75000.0,,,,True
17-Sep-24,85042329000.0,"375 MVA , 240KV±9*1.25%-16.5KV STEP UP GENERATOR TRANSFORMER CKD IN 22 PACKAGES",China,Philippines,1 PCS,1653400.0,375000.0,,,,True
17-Sep-24,85042329.0,CURRENT TRANSFORMER - MCT1000-5A CL0.5 15VA,Malaysia,Indonesia,50 PCE,827.56,,,,,True
17-Sep-24,85042329.0,CURRENT TRANSFORMER - PCT4000-5A CL5P10 15VA ID125,Malaysia,Indonesia,20 PCE,574.75,,,,,True
17-Sep-24,85042320.0,"MANUFACTURING -Hitachi Energy India Ltd, Power Transformers. TAX INV NO: 242401000746 DATED25.05.2024,GST NO-24AARCA9513E1ZN",India,Tanzania,1 NOS,,,,,,True
17-Sep-24,85042320.0,"60 MVA, 132/33 KV POWER TRANSFORMER Transformer Serial no 1LIN23600100065",India,Tanzania,1 NOS,692158.51,60000.0,,132.0,33.0,True
17-Sep-24,85042329.0,CURRENT TRANSFORMER - PCT 150-5A 5P10 5VA,Malaysia,Indonesia,20 PCE,367.8,,,,,True
17-Sep-24,85042329.0,CURRENT TRANSFORMER - PCT1000-5A CL5P10 15VA,Malaysia,Indonesia,30 PCE,609.2,,,,,True
17-Sep-24,85042329.0,CURRENT TRANSFORMER - PCT800-5A CL5P10 15VA,Malaysia,Indonesia,74 PCE,1304.3,,,,,True
17-Sep-24,85042329.0,CURRENT TRANSFORMER - PCT250-5A CL5P10 15VA,Malaysia,Indonesia,2 PCE,66.07,,,,,True
17-Sep-24,85042329.0,ISOLATING TRANSFORMER - MED STD-LINE 6.3KVA ART NO.:71135-00,Czech Republic,Indonesia,1 PCE,1736.32,6.3,,,,True
16-Sep-24,850423000000.0,NEW AC POWER SUPPLY,China,Tanzania,150 NMB,1384.83,,,,,False
16-Sep-24,85042310.0,"POWER TRANSFORMER 10/12,5 MVA, 67/13.2 KV Freight DOCUMENT no.652000030 valueincld in this DOCUMENT of USD 4700",India,Philippines,1 NOS,203959.2,5000.0,,67.0,13.2,True
16-Sep-24,85042329000.0,ADAPTER (48.5 X 44.5 X 32),China,Philippines,12500 PCS,1625.0,,,,,False
16-Sep-24,850423000000.0,NEW AC POWER SUPPLY,China,Tanzania,150 NMB,1384.83,,,,,False
16-Sep-24,850423000000.0,NEW AC POWER SUPPLY,China,Tanzania,150 NMB,1384.83,,,,,False
15-Sep-24,85042340.0,GLASSIOWHITE 12M PLATE,India,Nepal,55 PCS,116.68,,,,,False
15-Sep-24,85042340.0,NIXONA.W. 2M STEP MARKER,India,Nepal,95 PCS,313.5,,,,,False
15-Sep-24,85042340.0,AIR BLANK MODULE,India,Nepal,1500 PCS,282.86,,,,,False
15-Sep-24,85042340.0,AIR BLANK MODULE,India,Nepal,1500 PCS,282.86,,,,,False
30-Sep-24,85042329000.0,TOROIDAL TRANSFORMER,China,Philippines,284 UNT,5106.3,,,,,True
30-Sep-24,85042329000.0,35 PCS LED LIGHTING FIXTURE DRIVER,China,Philippines,35 UNT,455.0,,,,,False
26-Sep-24,85042340.0,AC-DC CNVRTR 3.3V 5V 4X12V 982W.,China,India,1 PCS,175.68,,,,,False
23-Sep-24,8504230000.0,"Power adapter - LIQUID DIELECTRIC TRANSFORMERS , HAVING A POWER HANDLING CAPACITY EXCEEDING 10 , 000 KVA",China,Nigeria,1 KGS,48.45,0.0,,,,False
19-Sep-24,85042322000.0,1 SET POWER TRANSFORMER S-25000-69-13.8 kVRated Capacity 25000kVAVoltage Ration 69-13.8 kV,China,Philippines,1 PCS,136500.0,25000.0,,,,True
17-Sep-24,85042329000.0,STC 48 PKGS OF 2 UNITS POWER TRANSFORMER 55 68 75MVA 110KV WITH PARTS AND ACCESORIES SIEMENS ENERGY,China,Philippines,101 PCS,2047460.0,75000.0,,,,True
17-Sep-24,85042329000.0,"375 MVA , 240KV±9*1.25%-16.5KV STEP UP GENERATOR TRANSFORMER CKD IN 22 PACKAGES",China,Philippines,1 PCS,1653400.0,375000.0,,,,True
16-Sep-24,850423000000.0,NEW AC POWER SUPPLY,China,Tanzania,150 NMB,1384.83,,,,,False
16-Sep-24,85042329000.0,ADAPTER (48.5 X 44.5 X 32),China,Philippines,12500 PCS,1625.0,,,,,False
16-Sep-24,850423000000.0,NEW AC POWER SUPPLY,China,Tanzania,150 NMB,1384.83,,,,,False
16-Sep-24,850423000000.0,NEW AC POWER SUPPLY,China,Tanzania,150 NMB,1384.83,,,,,False
14-Sep-24,85042329.0,POWER TRANSFORMER,China,Indonesia,2 SET,736309.62,,,,,True
13-Sep-24,85042329.0,SDH COMMUNICATION PANEL OF 150 KV OUTDOOR SWITCHYARD,China,Indonesia,1 SET,10000.0,,,,,False
13-Sep-24,85042310.0,Presented SKD for the assembly industry,China,Ethiopia,16 UNT,256773.4,,,,,False
11-Sep-24,85042310.0,RECTIFIER GP,China,Bangladesh,1 UNT,89.39,,,,,False
11-Sep-24,85042310000.0,1 SET TRANSFORMER SF-12500-67-13.2,China,Philippines,1 PCS,89600.0,,,,,True
9-Sep-24,85042390.0,TRANSFORMER,China,Bangladesh,3 UNT,90.66,,,,,True
9-Sep-24,85042322000.0,"CHINT , 20-25MVA POWER TRANSFORMER , QTY: 1 SET",China,Philippines,1 PCS,325315.2,25000.0,,,,True
9-Sep-24,85042390.0,Transformer (SPARE PARTS For Printing Machine),China,Bangladesh,1 UNT,120.91,,,,,True
6-Sep-24,85042321000.0,1SET 16-20 MVA OIL-IMMERSED POWER TRANSFORMER 69-13.8KV BRAND: CHINT,China,Philippines,1 PCS,156730.0,20000.0,,,,True
6-Sep-24,85042390.0,"Electrical transformers , static converters (for example , rectifiers) and inductors. , Having a power handling capacity exceeding 10 , 000 kVA: , Other",China,Ethiopia,2 UNT,856429.51,0.0,,,,True
5-Sep-24,85042310.0,LIFUD DRIVER 2216010069,China,Indonesia,10 PCE,17.0,,,,,False
5-Sep-24,85042310.0,"400-132-33KV , 225-325 MVA , 3-PHASE POWER TRANSFORMER , HV BUSHING , LV BUSHING , RADIATO",China,Bangladesh,2 UNT,5587390.0,325000.0,,,,True
5-Sep-24,85042310.0,LIFUD DRIVER 2216020049,China,Indonesia,9 PCE,7.74,,,,,False
4-Sep-24,85042321.0,ELECTRIC FURNACE TRANSFORMER,China,Indonesia,2 SET,494115.0,,,,,True
4-Sep-24,850423000000.0,MAIN BODY POWER TRANSFORMER WITH ITS ACCESSORIES,China,Tanzania,1 NMB,589121.35,,,,,True
4-Sep-24,850423000000.0,MAIN BODY POWER TRANSFORMER WITH ITS ACCESSORIES,China,Tanzania,1 NMB,589121.35,,,,,True
4-Sep-24,8504230000.0,"500K VA 11-0.4K V , DYN11 50HZ + 2.5% FIVE POSITION OFF CIRCUIT TAP CHARGER - LIQUID DIELECTRIC TRANSFORMERS , HAVING A POWER HANDLING CAPACITY EXCEEDING 10 , 000 KVA",China,Nigeria,1000 KGS,14627.14,0.0,,,,False
2-Sep-24,85042390.0,"Electrical transformers , static converters (for example , rectifiers) and inductors. , Having a power handling capacity exceeding 10 , 000 kVA: , Other",China,Ethiopia,3 UNT,2792746.73,0.0,,,,True
2-Sep-24,850423000000.0,TRANSFORMER,China,Tanzania,1000 NMB,16277.22,,,,,True
2-Sep-24,850423000000.0,TRANSFORMER,China,Tanzania,1000 NMB,16277.22,,,,,True
2-Sep-24,85042329.0,MEAN WELL POWER SUPPLY NDR-75-48,China,Indonesia,960 PCE,12522.94,,,,,False
2-Sep-24,850423000000.0,TRANSFORMER,China,Tanzania,1000 NMB,16277.22,,,,,True
2-Sep-24,850423000000.0,TRANSFORMER,China,Tanzania,1000 NMB,16277.22,,,,,True
30-Aug-24,85042300000.0,RECTIFIER TRANSFORMER,China,Uganda,2 NOS,11165.0,,,,,True
30-Aug-24,85042329000.0,TR MOSFET N-CH 25V 220MA SOT-23,China,Philippines,600 UNT,42.6,,,,,False
30-Aug-24,85042390.0,"TWO WAY TRANSFORMERS , ,",China,Sri Lanka,18 NIU,72.0,,,,,True
30-Aug-24,8504230009.0,"1) Three-phase power transformer SFSZ -25000 -115 -38 ,5 -11th . New 2024 production . Disassembled , Comprises : Transformer main tank - 2 PCS ., - weight : 121484 kg , count . ...",China,Uzbekistan,2 PCS,460000.0,,,,,False
29-Aug-24,8504230000.0,8504230000 - - Liquid dielectric transformers of a,China,Ivory Coast,52 COL,983048.59,,,,,True
29-Aug-24,85042310000.0,1 SET TRANSFORMER SFZ 12500 67-13.2,China,Philippines,1 PCS,114900.0,,,,,True
28-Aug-24,85042310.0,"132-33KV , 80-120 MVA POWER TRANSFORMER",China,Bangladesh,3 UNT,2651910.0,120000.0,,,,True
28-Aug-24,85042301.0,COMPLETE CURRENT TRANSFORMER DISASSEMBLED WITH ITS PARTS AND INSTALLATION ACCESSORIES FOR ITS CORRECT AND GOOD OPERATION,China,Mexico,1 PCS,573950.01,,,,,False
28-Aug-24,85042329.0,SUBMERGED ARC FURNACE TRANSFORMER,China,Indonesia,2 SET,512830.0,,,,,True
27-Aug-24,85042300.0,3017527,China,Burundi,1 NMB,13.92,,,,,False
27-Aug-24,85042329000.0,29 PACKAGES STC 1 UNIT POWER TRANSFORMER WITH ACCESSORIES AND SPARE PARTS SPECS 35KV-750KV MODEL SFZ-60000-69 BRAND CHINT,China,Philippines,1 PCS,604786.3,,,35.0,750.0,True
27-Aug-24,85042329000.0,29 PACKAGES STC 1 UNIT POWER TRANSFORMER WITH ACCESSORIES AND SPARE PARTS SPECS 35KV-750KV MODEL SFZ-60000-69 BRAND CHINT,China,Philippines,1 PCS,604786.3,,,35.0,750.0,True
27-Aug-24,85042390.0,IGNITION TRANSFORMER,China,Bangladesh,200 UNT,182.42,,,,,True
25-Aug-24,85042390.0,TRANSFORMER,China,Bangladesh,2 UNT,35.14,,,,,True
22-Aug-24,85042329000.0,1 PKG OF 20-25 MVA OIL-IMMERSED POWER TRANSFORMER 69-34.5KV BRAND CHINT,China,Philippines,1 PCS,184741.2,25000.0,,,,True
22-Aug-24,850423.0,HR22219 ACCESSORIES,China,United States,2 PKG,,,,,,False
22-Aug-24,8504230000.0,3F POWER TRANSFORMER,China,Ecuador,1 NOS,255331.0,,,,,True
22-Aug-24,8504230000.0,3FPOWER TRANSFORMER,China,Ecuador,1 NOS,207969.0,,,,,True
22-Aug-24,8504230000.0,3F POWER TRANSFORMER,China,Ecuador,1 NOS,255331.0,,,,,True
21-Aug-24,85042329.0,STEP-DOWN TRANSFORMER SZ-40000-37,China,Indonesia,2 NIU,605773.0,,,,,True
21-Aug-24,85042321.0,STEP-DOWN TRANSFORMER SZ-20000-37,China,Indonesia,2 NIU,436317.0,,,,,True
20-Aug-24,85042390.0,TRANSFORMER,China,Bangladesh,8 UNT,48.44,,,,,True
19-Aug-24,85042310.0,CONSTANT VOLTAGE LED DRIVER 3+EET-OTM-SS24-E24,China,Indonesia,200 PCE,700.0,,,,,False
19-Aug-24,85042310.0,CONSTANT VOLTAGE LED DRIVER 3+RYPE-TL60TV24,China,Indonesia,20 PCE,260.0,,,,,False
19-Aug-24,85042300000.0,RECTIFIER TRANSFORMER,China,Uganda,2 NOS,11165.0,,,,,True
19-Aug-24,85042310.0,CONSTANT VOLTAGE LED DRIVER 3+RYPE-TL150TV24,China,Indonesia,30 PCE,720.0,,,,,False
19-Aug-24,85042310.0,CONSTANT VOLTAGE LED DRIVER 3+RYPE-TL100TV24,China,Indonesia,30 PCE,525.0,,,,,False
19-Aug-24,85042310.0,CONSTANT VOLTAGE LED DRIVER 3+EET-HD100-24-S50,China,Indonesia,200 PCE,2490.0,,,,,False
19-Aug-24,85042310.0,CONSTANT VOLTAGE LED DRIVER 3+EET-HD060-24-S9,China,Indonesia,200 PCE,1720.0,,,,,False
18-Aug-24,85042329000.0,SWITCHING POWER SUPPLY 1PC,China,Philippines,1 PCS,16.0,,,,,False
16-Aug-24,85042321.0,"Transformer SF11-16000-115 GY (3-phase transformer, oil-immersed type, using liquid dielectric, outdoor, not used in explosion-proof, voltage 115-6.3kv, capacity 16000KVA, brand:...",China,Vietnam,2 PCE,330000.0,16000.0,,,,True
15-Aug-24,85042390.0,132-33KV 80-120MVA POWER TRANSFORMER W.S.ACC.,China,Bangladesh,2 UNT,1832900.0,120000.0,,,,True
15-Aug-24,85042300.0,16TH PARTIAL SHIPMENT OF 84MW GORKIN MATILTAN HYDRO POWER PROJECT FOR DESIGN MANUFACTURING MODEL TESTING OF TURBINE AND SUPPLY OF TURBINE AND GENERATOR AND MACHINERY ALONG WITH ALL...,China,Pakistan,1 UNT,1206650.68,,,,,False
15-Aug-24,85042300.0,16TH PARTIAL SHIPMENT OF 84MW GORKIN MATILTAN HYDRO POWER PROJECT FOR DESIGN MANUFACTURING MODEL TESTING OF TURBINE AND SUPPLY OF TURBINE AND GENERATOR AND MACHINERY ALONG WITH ALL...,China,Pakistan,1 UNT,845161.0,,,,,False
