Date,HSN Code,Description,Origin,Destination,Unit Price (USD),Power Rating (KVA),Real Market Data,Primary Voltage (kV),Secondary Voltage (kV),Is Transformer,Data Source,Quantity,Original Unit Price (USD)
16-Sep-24,85042310.0,"POWER TRANSFORMER 10/12,5 MVA, 67/13.2 KV Freight DOCUMENT no.652000030 valueincld in this DOCUMENT of USD 4700",India,Philippines,203959.2,5000.0,,67.0,13.2,True,Real (Market),1,203959.2
30-Sep-24,85042329000.0,TOROIDAL TRANSFORMER,China,Philippines,17.97992957746479,,,,,True,Real (Market),284,5106.3
19-Sep-24,85042322000.0,1 SET POWER TRANSFORMER S-25000-69-13.8 kVRated Capacity 25000kVAVoltage Ration 69-13.8 kV,China,Philippines,136500.0,25000.0,,,,True,Real (Market),1,136500.0
17-Sep-24,85042329000.0,STC 48 PKGS OF 2 UNITS POWER TRANSFORMER 55 68 75MVA 110KV WITH PARTS AND ACCESORIES SIEMENS ENERGY,China,Philippines,20271.881188118812,75000.0,,,,True,Real (Market),101,2047460.0
17-Sep-24,85042329000.0,"375 MVA , 240KV±9*1.25%-16.5KV STEP UP GENERATOR TRANSFORMER CKD IN 22 PACKAGES",China,Philippines,1653400.0,375000.0,,,,True,Real (Market),1,1653400.0
14-Sep-24,85042329.0,POWER TRANSFORMER,China,Indonesia,368154.81,,,,,True,Real (Market),2,736309.62
11-Sep-24,85042310000.0,1 SET TRANSFORMER SF-12500-67-13.2,China,Philippines,89600.0,,,,,True,Real (Market),1,89600.0
9-Sep-24,85042390.0,TRANSFORMER,China,Bangladesh,30.22,,,,,True,Real (Market),3,90.66
9-Sep-24,85042322000.0,"CHINT , 20-25MVA POWER TRANSFORMER , QTY: 1 SET",China,Philippines,325315.2,25000.0,,,,True,Real (Market),1,325315.2
9-Sep-24,85042390.0,Transformer (SPARE PARTS For Printing Machine),China,Bangladesh,120.91,,,,,True,Real (Market),1,120.91
6-Sep-24,85042321000.0,1SET 16-20 MVA OIL-IMMERSED POWER TRANSFORMER 69-13.8KV BRAND: CHINT,China,Philippines,156730.0,20000.0,,,,True,Real (Market),1,156730.0
6-Sep-24,85042390.0,"Electrical transformers , static converters (for example , rectifiers) and inductors. , Having a power handling capacity exceeding 10 , 000 kVA: , Other",China,Ethiopia,428214.755,0.0,,,,True,Real (Market),2,856429.51
5-Sep-24,85042310.0,"400-132-33KV , 225-325 MVA , 3-PHASE POWER TRANSFORMER , HV BUSHING , LV BUSHING , RADIATO",China,Bangladesh,2793695.0,325000.0,,,,True,Real (Market),2,5587390.0
4-Sep-24,85042321.0,ELECTRIC FURNACE TRANSFORMER,China,Indonesia,247057.5,,,,,True,Real (Market),2,494115.0
4-Sep-24,850423000000.0,MAIN BODY POWER TRANSFORMER WITH ITS ACCESSORIES,China,Tanzania,589121.35,,,,,True,Real (Market),1,589121.35
4-Sep-24,850423000000.0,MAIN BODY POWER TRANSFORMER WITH ITS ACCESSORIES,China,Tanzania,589121.35,,,,,True,Real (Market),1,589121.35
2-Sep-24,85042390.0,"Electrical transformers , static converters (for example , rectifiers) and inductors. , Having a power handling capacity exceeding 10 , 000 kVA: , Other",China,Ethiopia,930915.5766666667,0.0,,,,True,Real (Market),3,2792746.73
2-Sep-24,850423000000.0,TRANSFORMER,China,Tanzania,16.27722,,,,,True,Real (Market),1000,16277.22
2-Sep-24,850423000000.0,TRANSFORMER,China,Tanzania,16.27722,,,,,True,Real (Market),1000,16277.22
2-Sep-24,850423000000.0,TRANSFORMER,China,Tanzania,16.27722,,,,,True,Real (Market),1000,16277.22
2-Sep-24,850423000000.0,TRANSFORMER,China,Tanzania,16.27722,,,,,True,Real (Market),1000,16277.22
30-Aug-24,85042300000.0,RECTIFIER TRANSFORMER,China,Uganda,5582.5,,,,,True,Real (Market),2,11165.0
30-Aug-24,85042390.0,"TWO WAY TRANSFORMERS , ,",China,Sri Lanka,4.0,,,,,True,Real (Market),18,72.0
29-Aug-24,8504230000.0,8504230000 - - Liquid dielectric transformers of a,China,Ivory Coast,18904.780576923076,,,,,True,Real (Market),52,983048.59
29-Aug-24,85042310000.0,1 SET TRANSFORMER SFZ 12500 67-13.2,China,Philippines,114900.0,,,,,True,Real (Market),1,114900.0
28-Aug-24,85042310.0,"132-33KV , 80-120 MVA POWER TRANSFORMER",China,Bangladesh,883970.0,120000.0,,,,True,Real (Market),3,2651910.0
28-Aug-24,85042329.0,SUBMERGED ARC FURNACE TRANSFORMER,China,Indonesia,256415.0,,,,,True,Real (Market),2,512830.0
27-Aug-24,85042329000.0,29 PACKAGES STC 1 UNIT POWER TRANSFORMER WITH ACCESSORIES AND SPARE PARTS SPECS 35KV-750KV MODEL SFZ-60000-69 BRAND CHINT,China,Philippines,604786.3,,,35.0,750.0,True,Real (Market),1,604786.3
27-Aug-24,85042329000.0,29 PACKAGES STC 1 UNIT POWER TRANSFORMER WITH ACCESSORIES AND SPARE PARTS SPECS 35KV-750KV MODEL SFZ-60000-69 BRAND CHINT,China,Philippines,604786.3,,,35.0,750.0,True,Real (Market),1,604786.3
27-Aug-24,85042390.0,IGNITION TRANSFORMER,China,Bangladesh,0.9120999999999999,,,,,True,Real (Market),200,182.42
25-Aug-24,85042390.0,TRANSFORMER,China,Bangladesh,17.57,,,,,True,Real (Market),2,35.14
22-Aug-24,85042329000.0,1 PKG OF 20-25 MVA OIL-IMMERSED POWER TRANSFORMER 69-34.5KV BRAND CHINT,China,Philippines,184741.2,25000.0,,,,True,Real (Market),1,184741.2
22-Aug-24,8504230000.0,3F POWER TRANSFORMER,China,Ecuador,255331.0,,,,,True,Real (Market),1,255331.0
22-Aug-24,8504230000.0,3FPOWER TRANSFORMER,China,Ecuador,207969.0,,,,,True,Real (Market),1,207969.0
22-Aug-24,8504230000.0,3F POWER TRANSFORMER,China,Ecuador,255331.0,,,,,True,Real (Market),1,255331.0
21-Aug-24,85042329.0,STEP-DOWN TRANSFORMER SZ-40000-37,China,Indonesia,302886.5,,,,,True,Real (Market),2,605773.0
21-Aug-24,85042321.0,STEP-DOWN TRANSFORMER SZ-20000-37,China,Indonesia,218158.5,,,,,True,Real (Market),2,436317.0
20-Aug-24,85042390.0,TRANSFORMER,China,Bangladesh,6.055,,,,,True,Real (Market),8,48.44
19-Aug-24,85042300000.0,RECTIFIER TRANSFORMER,China,Uganda,5582.5,,,,,True,Real (Market),2,11165.0
16-Aug-24,85042321.0,"Transformer SF11-16000-115 GY (3-phase transformer, oil-immersed type, using liquid dielectric, outdoor, not used in explosion-proof, voltage 115-6.3kv, capacity 16000KVA, brand:...",China,Vietnam,165000.0,16000.0,,,,True,Real (Market),2,330000.0
15-Aug-24,85042390.0,132-33KV 80-120MVA POWER TRANSFORMER W.S.ACC.,China,Bangladesh,916450.0,120000.0,,,,True,Real (Market),2,1832900.0
15-Aug-24,85042329000.0,4 LOTS COUPLING TRANSFORMER,China,Philippines,935988.0,,,,,True,Real (Market),4,3743952.0
13-Aug-24,85042390.0,TRANSFORMER,China,Bangladesh,169.89333333333335,,,,,True,Real (Market),3,509.68
13-Aug-24,8504230009.0,"1 . OIL TRANSFORMER , three-phase , RATED POWER 10000 kVA , VOLTAGE 110 -U1 , WITH ACCESSORIES AND SPARE PARTS FOR INSTALLATION , Part of the kit - count . 2 PCS , weight : 48780 ...",China,Uzbekistan,90000.0,10000.0,,,,True,Real (Market),2,180000.0
13-Aug-24,8504230000.0,"TRANSFORMING BODY , CHINT , SFSZ -75000 -220 |ITEM : 23181 ; POWER TRANSFORMER |USE : CONSTRUCTION OF TRANSMISSION LINES AND ELECTRICAL SUBSTATIONS |POWER TRANSFORMER BODY 220 -60K...",China,Peru,1114206.23,,,,,True,Real (Market),1,1114206.23
13-Aug-24,8504230009.0,"1 . OIL TRANSFORMER , three-phase , RATED POWER 10000 kVA , VOLTAGE 110 -U1 , Part of the kit - count . 2 PCS , weight : 16690 kg 2 . seats 33 , 33 seats 8 . 000 9 . 000 10 . 2024...",China,Uzbekistan,20000.0,10000.0,,,,True,Real (Market),2,40000.0
13-Aug-24,85042310.0,230-132-33KV 350-450MVA (ONAN-ONAF) T. P. AUTO TRANSFORMER,China,Bangladesh,2481195.0,450000.0,,,,True,Real (Market),2,4962390.0
12-Aug-24,850423000000.0,Transformer,China,Tanzania,106.86,,,,,True,Real (Market),2,213.72
12-Aug-24,850423000000.0,Transformer,China,Tanzania,106.86,,,,,True,Real (Market),2,213.72
12-Aug-24,85042329.0,STEP-DOWN TRANSFORMER 31500KVA,China,Indonesia,280104.5,31500.0,,,,True,Real (Market),2,560209.0
11-Aug-24,85042390.0,TRANSFORMER,China,Bangladesh,30.596363636363638,,,,,True,Real (Market),11,336.56
9-Aug-24,85042301.0,OIL POWER TRANSFORMERS DFSZ 125000 400 WITH ITS ACCESSORIES,China,Mexico,1492344.0,,,,,True,Real (Market),2,2984688.0
9-Aug-24,85042300000.0,RECTIFIER TRANSFORMER,China,Uganda,5582.5,,,,,True,Real (Market),2,11165.0
8-Aug-24,85042310.0,"Synchronous rectifier transformer (used to regulate voltage for 20-ton medium frequency furnace) . Model: ZSSP-14000-35 , no brand , rated capacity 14000KVA , voltage 35KV. 1...",China,Vietnam,84000.0,14000.0,,,,True,Real (Market),1,84000.0
8-Aug-24,85042301.0,SINGLE PHASE POWER AUTOTRANSFORMER OUTDOOR SERVICE CAPACITY OF 60 80 100 MVA COOLING ONAN ONAF ONAF 60 HZ NOMINAL VOLTAGES 230YT 132 79 115YT 66 395 34 5 KV CONNECTION OF STAR WIN...,China,Mexico,1116766.17,100000.0,,,,True,Real (Market),1,1116766.17
7-Aug-24,85042301.0,TRANSFORMER WITH ALL ITS ACCESSORIES FOR ITS CORRECT OPERATION,China,Mexico,440392.0,,,,,True,Real (Market),1,440392.0
7-Aug-24,85042301.0,TRANSFORMER WITH ALL ITS PARTS AND ACCESSORIES FOR ITS CORRECTNESS OPERATION,China,Mexico,440392.0,,,,,True,Real (Market),1,440392.0
6-Aug-24,85042329.0,STABILER TRANSFORMER,China,Indonesia,3319.8333333333335,,,,,True,Real (Market),6,19919.0
6-Aug-24,85042330.0,SUPPLY OF REGULATING AND RECTIFIER HAVING A POWER HANDLINGCAPACITY EXCEEDING 100000 KVA BUT NOT 250000 KVA,China,India,3179488.975,100000.0,,,,True,Real (Market),2,6358977.95
5-Aug-24,85042329.0,TRANSFORMER,China,Indonesia,86972.5,,,,,True,Real (Market),2,173945.0
5-Aug-24,85042322000.0,POWER TRANSFORMER WITH ACCESSORIES AND SPARE PARTS SPECS 35KV 750KV MODEL SZ-25000-69 BRAND CHINT (1 UNIT),China,Philippines,390049.3,,,35.0,750.0,True,Real (Market),1,390049.3
5-Aug-24,8504230000.0,75MVA POWER TRANSFORMER,China,Ecuador,353498.0,75000.0,,,,True,Real (Market),1,353498.0
5-Apr-17,85042320.0,"TRANSFORMER >> POWER TRANSFORMERALONG 60-75MVA , 225-33-10 KV POWER TRANSFORMERALONG WITH ITS SPARE PARTS / ACCESSORIES / COMPONENT & INSULATING OIL DRUMS BEARING SR. NO. 12110-...",India,Mauritania,718403.93,75000.0,,,,True,Real (Market),1,718403.93
5-Oct-16,85042320.0,"TRANSFORMER >> POWER TRANSFORMER 132-33KV , 60-80 MVA POWER TRANSFORMER WITH ACCESSORIES AND OIL SR.NO.12109-001",India,Bangladesh,600538.46,80000.0,,,,True,Real (Market),1,600538.46
27-Oct-15,85042320.0,"TRANSFORMERS >> 61-333-TRANSFORMERS C.W 75000KVA , ABV63000 KVA UP&INC100000KVA WITH MSTANK&OIL W.A. P.T132-22KV , 75MVA S.13604 A.P.INV.",India,Kenya,583258.04,75000.0,,,,True,Real (Market),1,583258.04
27-Oct-15,85042320.0,"TRANSFORMERS >> 61-333-TRANSFORMERS C.W 75000KVA , ABV63000 KVA UP&INC100000 KVA WITH MSTANK&OIL , P.T-132-22KV , 75MVA S.13604 AS PER DOCUMENT",India,Kenya,583258.04,75000.0,,,,True,Real (Market),1,583258.04
24-Apr-15,85042320.0,TRANSFORMER >> KVA TRANSFORMER TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA TRANSFORMER 132-33-11KV 50 HZ 75 MVA,India,Oman,132199.05,75000.0,,,,True,Real (Market),1,132199.05
23-Apr-15,85042320.0,TRANSFORMER >> KVA TRANSFORMER TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA TRANSFORMER 132-33-11KV 50 HZ 75 MVA,India,Oman,132777.92,75000.0,,,,True,Real (Market),1,132777.92
20-Apr-15,85042320.0,TRANSFORMER >> KVA TRANSFORMER TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA TRANSFORMER 132-33-11KV 50 HZ 75 MVA,India,Oman,133185.1,75000.0,,,,True,Real (Market),1,133185.1
20-Apr-15,85042320.0,TRANSFORMER >> KVA TRANSFORMER TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA TRANSFORMER 132-33-11KV 50HZ 75 MVA,India,Oman,133185.1,75000.0,,,,True,Real (Market),1,133185.1
17-Apr-15,85042320.0,TRANSFORMER >> KVA TRANSFORMER TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA TRANSFORMER 132-33-11KV 50 HZ 75 MVA,India,Oman,134996.6,75000.0,,,,True,Real (Market),1,134996.6
17-Apr-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000KVA 132-32-11KV 50 HZ 75 MVA Z+12.5% WITH TOLERANCE,India,Oman,134996.6,75000.0,,,,True,Real (Market),1,134996.6
12-Apr-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000KVA 132-32-11KV 50 HZ 75 MVA Z+12.5% WITH TOLERANCE,India,Oman,135511.78,75000.0,,,,True,Real (Market),1,135511.78
10-Apr-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000KVA 132-32-11KV 50 HZ 75 MVA Z+12.5% WITH TOLERANCE,India,Oman,135508.9,75000.0,,,,True,Real (Market),1,135508.9
30-Mar-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASESTOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA 132-32-11KV 50 HZ 75 MVA Z=12.5% WITH TOLERANCE,India,Oman,134551.67,75000.0,,,,True,Real (Market),1,134551.67
30-Mar-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000KVA 132-32-11KV 50 HZ 75 MVA Z+12.5% WITH TOLERANCE,India,Oman,134551.67,75000.0,,,,True,Real (Market),1,134551.67
29-Mar-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000KVA 132-32-11KV 50 HZ 75 MVA Z+12.5% WITH TOLERANCE,India,Oman,134530.56,75000.0,,,,True,Real (Market),1,134530.56
27-Mar-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASESTOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA 132-32-11KV 50 HZ 75 MVA Z=12.5% WITH TOLERANCE,India,Oman,134551.38,75000.0,,,,True,Real (Market),1,134551.38
13-Mar-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASESTOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA 132-32-11KV 50 HZ 75 MVA Z=12.5% WITH TOLERANCE,India,Oman,132878.89,75000.0,,,,True,Real (Market),1,132878.89
27-Feb-15,85042320.0,"TRANSFORMER >> TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA 132-33-11 KV , 50HZ 75 MVA Z-12.5% WITH TOLERAN",India,Oman,135947.64,75000.0,,,,True,Real (Market),1,135947.64
9-Jun-17,85042320.0,"THREE-PHASE POWER TRANSFORMER | SEA | TRO011846 | MODEL 60/75 MVA | POWER 60000 KVA, THREE WINDING, LEAD CHANGER UNDER LOAD, WITH ITS OIL CHARGE FOR USE IN TRANSFORMER | 1 UNITS",Italy,Chile,972500.0,60000.0,,,,True,Real (Market),1,972500.0
5-Apr-17,85042320.0,"TRANSFORMER >> POWER TRANSFORMERALONG 60-75MVA , 225-33-10 KV POWER TRANSFORMERALONG WITH ITS SPARE PARTS / ACCESSORIES / COMPONENT & INSULATING OIL DRUMS BEARING SR. NO. 12110-...",India,Mauritania,718403.93,75000.0,,,,True,Real (Market),1,718403.93
5-Oct-16,85042320.0,"TRANSFORMER >> POWER TRANSFORMER 132-33KV , 60-80 MVA POWER TRANSFORMER WITH ACCESSORIES AND OIL SR.NO.12109-001",India,Bangladesh,600538.46,80000.0,,,,True,Real (Market),1,600538.46
27-Oct-15,85042320.0,"TRANSFORMERS >> 61-333-TRANSFORMERS C.W 75000KVA , ABV63000 KVA UP&INC100000KVA WITH MSTANK&OIL W.A. P.T132-22KV , 75MVA S.13604 A.P.INV.",India,Kenya,583258.04,75000.0,,,,True,Real (Market),1,583258.04
27-Oct-15,85042320.0,"TRANSFORMERS >> 61-333-TRANSFORMERS C.W 75000KVA , ABV63000 KVA UP&INC100000 KVA WITH MSTANK&OIL , P.T-132-22KV , 75MVA S.13604 AS PER DOCUMENT",India,Kenya,583258.04,75000.0,,,,True,Real (Market),1,583258.04
24-Apr-15,85042320.0,TRANSFORMER >> KVA TRANSFORMER TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA TRANSFORMER 132-33-11KV 50 HZ 75 MVA,India,Oman,132199.05,75000.0,,,,True,Real (Market),1,132199.05
23-Apr-15,85042320.0,TRANSFORMER >> KVA TRANSFORMER TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA TRANSFORMER 132-33-11KV 50 HZ 75 MVA,India,Oman,132777.92,75000.0,,,,True,Real (Market),1,132777.92
20-Apr-15,85042320.0,TRANSFORMER >> KVA TRANSFORMER TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA TRANSFORMER 132-33-11KV 50 HZ 75 MVA,India,Oman,133185.1,75000.0,,,,True,Real (Market),1,133185.1
20-Apr-15,85042320.0,TRANSFORMER >> KVA TRANSFORMER TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA TRANSFORMER 132-33-11KV 50HZ 75 MVA,India,Oman,133185.1,75000.0,,,,True,Real (Market),1,133185.1
17-Apr-15,85042320.0,TRANSFORMER >> KVA TRANSFORMER TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA TRANSFORMER 132-33-11KV 50 HZ 75 MVA,India,Oman,134996.6,75000.0,,,,True,Real (Market),1,134996.6
17-Apr-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000KVA 132-32-11KV 50 HZ 75 MVA Z+12.5% WITH TOLERANCE,India,Oman,134996.6,75000.0,,,,True,Real (Market),1,134996.6
12-Apr-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000KVA 132-32-11KV 50 HZ 75 MVA Z+12.5% WITH TOLERANCE,India,Oman,135511.78,75000.0,,,,True,Real (Market),1,135511.78
10-Apr-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000KVA 132-32-11KV 50 HZ 75 MVA Z+12.5% WITH TOLERANCE,India,Oman,135508.9,75000.0,,,,True,Real (Market),1,135508.9
30-Mar-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000KVA 132-32-11KV 50 HZ 75 MVA Z+12.5% WITH TOLERANCE,India,Oman,134551.67,75000.0,,,,True,Real (Market),1,134551.67
30-Mar-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASESTOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA 132-32-11KV 50 HZ 75 MVA Z=12.5% WITH TOLERANCE,India,Oman,134551.67,75000.0,,,,True,Real (Market),1,134551.67
29-Mar-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000KVA 132-32-11KV 50 HZ 75 MVA Z+12.5% WITH TOLERANCE,India,Oman,134530.56,75000.0,,,,True,Real (Market),1,134530.56
27-Mar-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASESTOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA 132-32-11KV 50 HZ 75 MVA Z=12.5% WITH TOLERANCE,India,Oman,134551.38,75000.0,,,,True,Real (Market),1,134551.38
13-Mar-15,85042320.0,TRANSFORMER >> TRANSFORMER OIL BASESTOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA 132-32-11KV 50 HZ 75 MVA Z=12.5% WITH TOLERANCE,India,Oman,132878.89,75000.0,,,,True,Real (Market),1,132878.89
27-Feb-15,85042320.0,"TRANSFORMER >> TRANSFORMER OIL BASE STOCK & OTHER SPARE PARTS / ACCESSORIES / COMPONENT FOR 75 MVA 75000 KVA 132-33-11 KV , 50HZ 75 MVA Z-12.5% WITH TOLERAN",India,Oman,135947.64,75000.0,,,,True,Real (Market),1,135947.64
